,popularity,original_title,director,runtime,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,net_adj,action,science_fiction,thriller,crime,family,drama,tv_movie,animation,mystery,adventure,war,music,foreign,comedy,horror,documentary,fantasy,western,romance,no_genre,history,release_day,holiday,release_year_groups
3988,0.76758,Unfaithful,Adrian Lyne,124,"Regency Enterprises,Fox 2000 Pictures,Epsilon Motion Pictures,Unfaithful Filmproduktion GmbH & Co. KG",2002-05-10,138,6.4,2002,60613069.6810273,144426136.064703,83813066.3836757,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
3989,0.742412,Changing Lanes,Roger Michell,89,Paramount Pictures,2002-04-07,169,5.7,2002,54551762.7129246,115086961.571071,60535198.8581464,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sunday,False,"(2000.0, 2005.0]"
3990,0.74198,Punch-Drunk Love,Paul Thomas Anderson,95,"Columbia Pictures,New Line Cinema,Ghoulardi Film Company",2002-10-25,268,6.9,2002,30306534.8405136,20608443.6915493,-9698091.148964297,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Friday,False,"(2000.0, 2005.0]"
3991,0.72233,K-19: The Widowmaker,Kathryn Bigelow,138,"Paramount Pictures,Intermedia Films,National Geographic Society,New Regency Pictures,Palomar Pictures (II)",2002-07-19,146,6.0,2002,121226139.362054,42633979.7353536,-78592159.6267004,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Friday,False,"(2000.0, 2005.0]"
3992,0.710064,Snow Queen,David Wu,180,Independent,2002-01-04,10,5.6,2002,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
3993,0.708516,Eight Legged Freaks,Ellory Elkayem,99,"Village Roadshow Pictures,NPV Entertainment,Centropolis Entertainment,Electric Entertainment,Warner Bros.",2002-07-17,143,5.4,2002,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Wednesday,False,"(2000.0, 2005.0]"
3994,0.701646,Cube 2: Hypercube,Andrzej Sekula,94,"Lions Gate Films,Ghost House Pictures",2002-04-15,175,5.4,2002,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Monday,False,"(2000.0, 2005.0]"
3995,0.698611,Queen of the Damned,Michael Rymer,101,"Village Roadshow Pictures,NPV Entertainment,Warner Bros.,WV Films LLC,Material",2002-02-10,117,5.2,2002,42429148.7767191,55132569.2692221,12703420.492503002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Sunday,False,"(2000.0, 2005.0]"
3996,0.683151,Spy Kids 2: Island of Lost Dreams,Robert Rodriguez,100,Dimension Films,2002-08-07,260,5.2,2002,46065932.9575807,145136004.818011,99070071.86043029,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Wednesday,False,"(2000.0, 2005.0]"
3997,0.682513,The Land Before Time IX: Journey to the Big Water,Charles Grosvenor,71,"Universal Studios,Universal Cartoon Studios",2002-12-17,16,6.0,2002,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,False,"(2000.0, 2005.0]"
3998,0.682409,Enough,Michael Apted,114,Columbia Pictures,2002-05-24,153,6.3,2002,46065932.9575807,62796579.1438185,16730646.186237797,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
3999,0.68142,Friday After Next,Marcus Raboy,85,New Line Cinema,2002-11-22,51,6.5,2002,24245227.8724109,40643287.7207861,16398059.848375201,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4000,0.678896,Return to Never Land,Robin Budd|Donovan Cook,72,"Walt Disney Pictures,Walt Disney Television Animation,Walt Disney Animation Australia,DisneyToon Studios,Walt Disney Animation Canada",2002-02-14,174,6.2,2002,24245227.8724109,133182287.988211,108937060.11580011,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Thursday,False,"(2000.0, 2005.0]"
4001,0.650275,Nicholas Nickleby,Douglas McGrath,132,"United Artists Corporation,Hart-Sharp Entertainment,Potboiler Productions",2002-12-27,26,6.3,2002,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4002,0.646373,Life or Something Like It,Stephen Herek,103,"Regency Enterprises,Epsilon Motion Pictures,Davis Entertainment,New Regency Pictures,Monarchy Enterprises S.a.r.l.",2002-04-26,57,5.6,2002,48490455.7448218,20454087.6605609,-28036368.084260903,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Friday,False,"(2000.0, 2005.0]"
4003,0.645437,Slackers,Dewey Nicks,86,"Sony Pictures,Screen Gems",2002-02-01,29,5.7,2002,16971659.5106876,7775341.53646373,-9196317.97422387,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Friday,False,"(2000.0, 2005.0]"
4004,0.622035,Sorority Boys,Wallace Wolodarsky,93,Touchstone Pictures,2002-03-22,23,5.4,2002,14547136.7234465,0.0,-14547136.7234465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4005,0.609595,Interstate 60,Bob Gale,116,Fireworks Pictures,2002-04-13,62,6.7,2002,8485829.75534383,0.0,-8485829.75534383,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,Saturday,False,"(2000.0, 2005.0]"
4006,0.608347,Chicago,Rob Marshall,113,"Miramax Films,Producers Circle,Storyline Entertainment",2002-12-26,361,6.5,2002,54551762.7129246,371893588.664677,317341825.9517524,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Thursday,False,"(2000.0, 2005.0]"
4007,0.600563,One Hour Photo,Mark Romanek,96,"Fox Searchlight Pictures,Catch 23 Entertainment",2002-08-21,195,6.4,2002,14547136.7234465,63308297.7110322,48761160.98758569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wednesday,False,"(2000.0, 2005.0]"
4008,0.600189,Femme Fatale,Brian De Palma,114,"Epsilon Motion Pictures,Quinta Communications",2002-11-06,63,6.1,2002,42429148.7767191,20413160.5036509,-22015988.2730682,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wednesday,False,"(2000.0, 2005.0]"
4009,0.585172999999999,Eight Crazy Nights,Seth Kearsley,76,"Columbia Pictures,Happy Madison Productions,Meatball Animation",2002-11-27,52,5.5,2002,0.0,28891984.600401,28891984.600401,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Wednesday,False,"(2000.0, 2005.0]"
4010,0.581487,City By The Sea,Michael Caton-Jones,108,"Warner Bros. Pictures,Epsilon Motion Pictures,Franchise Pictures,Brad Grey Pictures,Sea Breeze Productions Inc.",2002-09-06,44,5.7,2002,48490455.7448218,27195769.0622648,-21294686.682557,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4011,0.578890999999999,Ali G Indahouse,Mark Mylod,85,"Universal Pictures,WT2 Productions",2002-03-21,175,6.0,2002,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Thursday,False,"(2000.0, 2005.0]"
4012,0.577778,Darkness,Jaume BalaguerÃ³,102,"VÃ­a Digital,Filmax Entertainment,Dimension Films,Castelao Producciones",2002-10-02,49,5.5,2002,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wednesday,False,"(2000.0, 2005.0]"
4013,0.573735999999999,Reign of Fire,Rob Bowman,101,"The Zanuck Company,Spyglass Entertainment,World 2000 Entertainment,Touchstone Pictures,Tripod Entertainment",2002-07-12,352,5.9,2002,72735683.6172328,52202378.3113829,-20533305.305849902,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4014,0.570851,Showtime,Tom Dey,95,"Village Roadshow Pictures,NPV Entertainment,Warner Bros.,Tribeca Productions,Overbrook Entertainment",2002-03-14,148,5.2,2002,103042218.457746,94243300.376795,-8798918.080951005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Thursday,False,"(2000.0, 2005.0]"
4015,0.570361,S1m0ne,Andrew Niccol,117,"New Line Cinema,Niccol Films",2002-08-23,137,5.3,2002,0.0,23731256.9235278,23731256.9235278,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4016,0.569956999999999,High Crimes,Carl Franklin,115,"Twentieth Century Fox Film Corporation,Regency Enterprises,Monarch Pictures,Epsilon Motion Pictures,New Regency Pictures",2002-04-03,91,6.0,2002,50914978.5320629,77320225.8782409,26405247.346177995,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,False,"(2000.0, 2005.0]"
4017,0.560535999999999,Moonlight Mile,Brad Silberling,117,"Punch Productions,Touchstone Pictures,Hyde Park Entertainment,Reveal Entertainment,Gran Via",2002-09-09,23,6.6,2002,25457489.2660314,12136009.4246049,-13321479.8414265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Monday,False,"(2000.0, 2005.0]"
4018,0.558747,Hart's War,Gregory Hoblit,125,"David Foster Productions,Cheyenne Enterprises,Metro-Goldwyn-Mayer (MGM),David Ladd Films",2002-02-15,138,5.7,2002,84858297.5534383,39140336.9553279,-45717960.59811041,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4019,0.557277,About Schmidt,Alexander Payne,125,"New Line Cinema,Avery Pix",2002-12-13,167,6.7,2002,36367841.8086164,128299146.349771,91931304.5411546,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4020,0.548844,Blue Crush,John Stockwell,104,"Imagine Entertainment,Mikona Productions GmbH & Co. KG,Universal Pictures,Shutt/Jones Productions",2002-08-08,96,5.6,2002,30306534.8405136,62846878.2935626,32540343.453049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Thursday,False,"(2000.0, 2005.0]"
4021,0.545906999999999,Blood Work,Clint Eastwood,110,"Malpaso Productions,Warner Bros. Pictures",2002-08-04,89,5.7,2002,60613069.6810273,31760662.9906052,-28852406.6904221,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,False,"(2000.0, 2005.0]"
4022,0.54375,Solaris,Steven Soderbergh,99,"Twentieth Century Fox Film Corporation,Lightstorm Entertainment",2002-11-27,196,5.8,2002,56976285.5001657,36371185.22554,-20605100.274625704,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Wednesday,False,"(2000.0, 2005.0]"
4023,0.535827,The Banger Sisters,Bob Dolman,98,Fox Searchlight Pictures,2002-09-20,32,5.3,2002,12122613.9362054,0.0,-12122613.9362054,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4024,0.534397,The Four Feathers,Shekhar Kapur,132,"Paramount Pictures,Miramax Films,Marty Katz Productions,Jaffilms Inc.,Dune Films",2002-09-08,81,6.4,2002,42429148.7767191,36225576.872768,-6203571.903951101,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Sunday,False,"(2000.0, 2005.0]"
4025,0.53098,The Quiet American,Phillip Noyce,101,"Miramax Films,Intermedia Films,Mirage Enterprises",2002-11-22,34,5.6,2002,36367841.8086164,33548272.1274678,-2819569.6811486,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Friday,False,"(2000.0, 2005.0]"
4026,0.529277,Balto II: Wolf Quest,Phil Weinstein,75,Universal Studios,2002-02-19,47,6.2,2002,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Tuesday,False,"(2000.0, 2005.0]"
4027,0.522401,The Magdalene Sisters,Peter Mullan,119,"Film Council,Scottish Screen,BÃ³rd ScannÃ¡n na hÃ‰ireann",2002-10-24,44,7.0,2002,0.0,25405363.2383672,25405363.2383672,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Thursday,False,"(2000.0, 2005.0]"
4028,0.507987,The New Guy,Ed Decter,88,"Revolution Studios,Frontier Pictures,Bedlam Pictures",2002-05-10,67,5.8,2002,15759398.1170671,0.0,-15759398.1170671,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4029,0.5076,The Mothman Prophecies,Mark Pellington,119,Lakeshore Entertainment,2002-01-25,135,5.9,2002,38792364.5958575,66865355.0968196,28072990.5009621,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4030,0.50575,Dinotopia,Marco Brambilla,250,Independent,2002-05-12,47,5.6,2002,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Sunday,False,"(2000.0, 2005.0]"
4031,0.499307,Snow Dogs,Brian Levant,99,Walt Disney Pictures,2002-01-18,101,5.3,2002,40004625.989478,0.0,-40004625.989478,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4032,0.49789,Far from Heaven,Todd Haynes,107,Clear Blue Sky Productions,2002-09-01,57,6.4,2002,16365528.8138773,35189419.4795373,18823890.66566,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sunday,False,"(2000.0, 2005.0]"
4033,0.494021,The Rookie,John Lee Hancock,127,"Walt Disney Pictures,Gran Via Productions,98 MPH Productions",2002-03-25,42,6.0,2002,24245227.8724109,91643375.488511,67398147.6161001,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,False,"(2000.0, 2005.0]"
4034,0.485311,Bad Company,Joel Schumacher,116,"Jerry Bruckheimer Films,Touchstone Pictures,Stillking Films",2002-06-07,121,5.5,2002,84858297.5534383,79981727.5840139,-4876569.969424412,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4035,0.483137,Sniper 2,Craig R. Baxley,97,Sandstorm Films,2002-12-28,14,5.6,2002,6061306.96810273,0.0,-6061306.96810273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,False,"(2000.0, 2005.0]"
4036,0.482312,Confessions of a Dangerous Mind,George Clooney,113,"Miramax Films,Allied Filmmakers,Mad Chance",2002-12-30,137,6.4,2002,36367841.8086164,40021361.2580169,3653519.4494004995,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Monday,False,"(2000.0, 2005.0]"
4037,0.481286,The Rules of Attraction,Roger Avary,110,Kingsgate Films,2002-10-11,87,6.1,2002,4849045.57448218,0.0,-4849045.57448218,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Friday,False,"(2000.0, 2005.0]"
4038,0.478278,My Little Eye,Marc Evans,95,"Universal Pictures,StudioCanal,Working Title Films,WT2 Productions,imX Communications",2002-10-04,16,6.2,2002,3636784.18086164,0.0,-3636784.18086164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4039,0.474917,Hellraiser: Hellseeker,Rick Bota,89,"Miramax Films,Neo Art & Logic,Dimension Films,Cold Day Ltd.",2002-10-15,33,5.1,2002,3636784.18086164,0.0,-3636784.18086164,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Tuesday,False,"(2000.0, 2005.0]"
4040,0.472916,Killing Me Softly,Chen Kaige,100,"Montecito Picture Company, The,Noelle Entertainment Limited",2002-05-10,41,5.6,2002,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Friday,False,"(2000.0, 2005.0]"
4041,0.469332,Taken,Breck Eisner|FÃ©lix EnrÃ­quez AlcalÃ¡|John Fawcett|Tobe Hooper|Jeremy Kagan|Michael Katleman|Sergio Mimica-Gezzan|Bryan Spicer|Thomas J. Wright,877,DreamWorks,2002-12-02,38,6.8,2002,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,False,"(2000.0, 2005.0]"
4042,0.455247,Ballistic: Ecks vs. Sever,Wych Kaosayananda,91,"Epsilon Motion Pictures,Franchise Pictures,Dante Entertainment,Chris Lee Productions,SuperMega",2002-09-20,35,4.8,2002,84858297.5534383,24153136.0111217,-60705161.5423166,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4043,0.446326,Analyze That,Harold Ramis,96,"Village Roadshow Pictures,NPV Entertainment,Warner Bros.,Tribeca Productions,Baltimore Spring Creek Pictures",2002-12-06,197,5.8,2002,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4044,0.445162,Trapped,Luis Mandoki,106,"Senator Film Produktion,Propaganda Films,Colombia Pictures",2002-09-20,72,5.8,2002,36367841.8086164,8385053.25343076,-27982788.55518564,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4045,0.445103,Derailed,Bob Misiorowski,89,"777 Films Corporation,Halt Productions",2002-05-19,20,3.5,2002,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,False,"(2000.0, 2005.0]"
4046,0.444428,Hollywood Ending,Woody Allen,112,DreamWorks SKG,2002-05-03,54,6.2,2002,19396182.2979287,0.0,-19396182.2979287,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4047,0.441684,Spun,Jonas Ã…kerlund,101,"Muse Productions,Brink Films,Silver Nitrate",2002-06-01,54,6.5,2002,2424522.78724109,0.0,-2424522.78724109,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Saturday,False,"(2000.0, 2005.0]"
4048,0.440499,Clockstoppers,Jonathan Frakes,94,"Paramount Pictures,Nickelodeon Movies,Valhalla Motion Pictures",2002-03-17,47,4.5,2002,31518796.2341342,47027599.3126962,15508803.078562003,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sunday,False,"(2000.0, 2005.0]"
4049,0.431515,Halloween: Resurrection,Rick Rosenthal,94,Dimension Films,2002-07-01,106,4.6,2002,15759398.1170671,45659649.6128158,29900251.4957487,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Monday,False,"(2000.0, 2005.0]"
4050,0.427389,Salton Sea,D.J. Caruso,103,"Castle Rock Entertainment,Darkwoods Productions",2002-01-01,35,6.8,2002,21820705.0851698,820334.860540237,-21000370.224629562,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,True,"(2000.0, 2005.0]"
4051,0.42722,Dog Soldiers,Neil Marshall,105,"Carousel Picture Company,The Noel Gay Motion Picture Company,Kismet Entertainment Group,The Victor Film Company,Luxembourg Film Fund",2002-05-10,80,6.7,2002,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4052,0.426888,The House on Turk Street,Bob Rafelson,97,"Remstar Productions,ApolloMedia Distribution,Kismet Entertainment Group,Seven Arts Films",2002-06-28,26,5.5,2002,14547136.7234465,0.0,-14547136.7234465,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4053,0.416292,Big Fat Liar,Shawn Levy,88,Universal Pictures,2002-02-08,95,5.7,2002,18183920.9043082,64213502.9917398,46029582.0874316,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4054,0.414805,The Count of Monte Cristo,Kevin Reynolds,131,"Spyglass Entertainment,World 2000 Entertainment,Count of Monte Cristo Ltd.,Touchstone Pictures",2002-01-23,278,7.1,2002,0.0,91398505.960568,91398505.960568,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wednesday,False,"(2000.0, 2005.0]"
4055,0.400097,Narc,Joe Carnahan,105,"Paramount Pictures,Lions Gate Films,Cruise/Wagner Productions",2002-01-14,61,6.2,2002,7879699.05853355,15315403.7448694,7435704.68633585,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,False,"(2000.0, 2005.0]"
4056,0.398388,Space Station 3D,Toni Myers,47,"IMAX,National Aeronautics and Space Administration (NASA),Lockheed Martin Corporation",2002-04-17,10,6.1,2002,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Wednesday,False,"(2000.0, 2005.0]"
4057,0.391625,Rollerball,John McTiernan,98,"Atlas Entertainment,Toho-Towa,Mosaic Media Group,Yorktown Productions,Helkon Media AG",2002-02-08,55,3.4,2002,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4058,0.381369,They,Robert Harmon,89,"Dimension Films,Focus Features,Good Machine,Radar Pictures",2002-11-01,22,4.4,2002,20608443.6915493,0.0,-20608443.6915493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4059,0.378343,The Skulls II,Joe Chappelle,99,"Original Film,Newmarket Capital Group,Universal Home Entertainment",2002-04-09,11,6.0,2002,4606593.29575807,0.0,-4606593.29575807,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Tuesday,False,"(2000.0, 2005.0]"
4060,0.376186,All or Nothing,Mike Leigh,128,"Les Films Alain Sarde,Thin Man Films",2002-05-17,11,5.8,2002,10910352.5425849,0.0,-10910352.5425849,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4061,0.375427,Gone Nutty,Carlos Saldanha,5,Blue Sky Studios,2002-10-21,20,6.5,2002,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Monday,False,"(2000.0, 2005.0]"
4062,0.373221,Brown Sugar,Rick Famuyiwa,109,Independent,2002-10-05,23,7.2,2002,9698091.14896437,33170759.3823576,23472668.23339323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Saturday,False,"(2000.0, 2005.0]"
4063,0.37151,Madea's Family Reunion,Tyler Perry,0,Independent,2002-01-25,49,5.9,2002,7273568.36172328,0.0,-7273568.36172328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4064,0.367352,Divine Secrets of the Ya-Ya Sisterhood,Callie Khouri,116,"All Girl Productions,Gaylord Productions",2002-06-07,38,5.3,2002,32731057.6277547,0.0,-32731057.6277547,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Friday,False,"(2000.0, 2005.0]"
4065,0.364807,Antwone Fisher,Denzel Washington,120,Fox Searchlight,2002-12-19,76,6.6,2002,15153267.4202568,28327622.3699079,13174354.949651102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Thursday,False,"(2000.0, 2005.0]"
4066,0.362612,Try Seventeen,Jeffrey Porter,96,"Capital Arts Entertainment,Millennium Films,Flirt Pictures",2002-09-10,17,5.8,2002,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Tuesday,False,"(2000.0, 2005.0]"
4067,0.360948,24 Hour Party People,Michael Winterbottom,117,"WAVEpictures,The Film Consortium,Baby Cow Productions",2002-02-13,53,6.6,2002,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wednesday,False,"(2000.0, 2005.0]"
4068,0.188773,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,Michael Vejar,90,"Babylonian Productions,Sci-Fi Channel,Legendary Films Inc.",2002-01-19,12,6.3,2002,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Saturday,False,"(2000.0, 2005.0]"
4069,0.359055,Cadet Kelly,Larry Shaw,101,Walt Disney Pictures,2002-03-07,78,5.1,2002,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Thursday,False,"(2000.0, 2005.0]"
4070,0.357389,Igby Goes Down,Burr Steers,97,United Artists,2002-09-13,40,6.5,2002,10910352.5425849,5791536.37887338,-5118816.16371152,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4071,0.34718,Liberty Stands Still,Kari Skogland,96,"Lions Gate Films,Cinerenta Medienbeteiligungs KG,Pearl Pictures,Still Productions",2002-01-18,26,5.6,2002,13334875.329826,0.0,-13334875.329826,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
4072,0.346921999999999,Swept Away,Guy Ritchie,89,"Screen Gems, Inc.,SKA Films,Codi S.p.a.",2002-10-11,26,4.7,2002,12122613.9362054,725714.221983972,-11396899.71422143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Friday,False,"(2000.0, 2005.0]"
4073,0.346915,Rabbit-Proof Fence,Phillip Noyce,94,"Showtime Australia,Australian Film Finance Corporation (AFFC),Rumbalara Films,Olsen Levy",2002-02-04,38,6.7,2002,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Monday,False,"(2000.0, 2005.0]"
4074,0.346465,Boat Trip,Mort Nathan,94,"Motion Picture Corporation of America,Artisan Entertainment",2002-10-01,64,4.5,2002,24245227.8724109,10408932.13591,-13836295.7365009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tuesday,False,"(2000.0, 2005.0]"
4075,0.34303,White Oleander,Peter Kosminsky,109,"Warner Bros. Pictures,Pandora Filmproduktion,John Wells Productions,Gaylord Films,Oleandor Productions",2002-10-11,45,7.4,2002,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2000.0, 2005.0]"
